<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.11	20673.65	20758.75	20164.25	20223.15	164649	0	80
2024.07.12	20233.85	20530.65	20128.85	20330.15	178526	0	70
2024.07.15	20329.65	20591.45	20300.15	20414.75	171358	0	70
2024.07.16	20431.45	20481.15	20262.85	20394.15	173373	0	70
2024.07.17	20389.95	20392.15	19770.95	19817.45	209452	0	80
2024.07.18	19865.15	19970.45	19570.05	19759.45	220738	0	90
2024.07.19	19776.75	19795.65	19475.55	19522.85	212635	0	90
2024.07.22	19581.55	19861.95	19541.45	19786.95	217488	0	80
2024.07.23	19807.85	19911.15	19691.95	19786.95	193711	0	70
2024.07.24	19663.45	19673.35	19005.85	19106.05	207821	0	80
2024.07.25	19108.55	19228.75	18724.05	18820.85	267349	0	90
2024.07.26	18867.05	19148.15	18838.95	19027.45	226047	0	90
2024.07.29	19052.35	19228.45	18966.85	19061.45	216686	0	80
2024.07.30	19082.05	19170.55	18585.95	18745.15	210633	0	80
2024.07.31	18813.95	19501.45	18804.55	19434.05	245667	0	80
2024.08.01	19486.05	19575.25	18720.25	18795.25	262069	0	90
2024.08.02	18830.05	18830.05	18263.05	18398.65	250507	0	90
2024.08.05	18187.85	18264.25	17237.95	17995.25	243087	0	90
2024.08.06	18087.15	18371.15	17854.05	17988.25	238861	0	90
2024.08.07	17959.25	18448.25	17773.65	17774.65	236055	0	90
2024.08.08	17764.75	18485.25	17642.85	18453.45	223156	0	90
2024.08.09	18457.45	18572.95	18283.25	18497.05	214120	0	90
2024.08.12	18545.35	18664.25	18413.35	18529.45	170119	0	80
2024.08.13	18548.35	19020.55	18531.45	18987.45	188234	0	70
2024.08.14	19018.65	19109.65	18832.65	19049.25	198043	0	70
2024.08.15	19042.85	19502.95	19000.15	19477.05	175523	0	70
2024.08.16	19480.45	19584.05	19350.35	19519.25	180518	0	70
2024.08.19	19566.05	19776.35	19435.65	19764.45	165964	0	70
2024.08.20	19777.45	19835.95	19652.15	19717.65	167080	0	70
2024.08.21	19714.25	19896.05	19685.35	19827.05	175414	0	70
2024.08.22	19832.55	19936.75	19456.35	19528.75	186106	0	70
2024.08.23	19537.35	19823.95	19514.45	19701.25	178633	0	70
2024.08.26	19728.55	19770.05	19432.25	19480.85	183956	0	70
2024.08.27	19497.35	19622.95	19370.95	19561.35	171953	0	70
2024.08.28	19572.35	19620.35	19162.55	19221.55	187797	0	80
2024.08.29	19185.45	19630.95	19078.55	19377.05	220381	0	70
2024.08.30	19380.85	19582.25	19320.65	19545.25	182839	0	70
2024.09.02	19569.45	19619.35	19460.95	19598.95	77841	0	70
2024.09.03	19631.75	19634.65	18864.45	18923.75	215230	0	70
2024.09.04	18936.05	19067.75	18776.35	18907.45	231280	0	80
2024.09.05	18929.15	19107.95	18784.95	18880.15	215940	0	80
2024.09.06	18886.65	18937.35	18325.75	18336.25	223058	0	80
2024.09.09	18397.25	18701.45	18354.15	18683.85	211262	0	70
2024.09.10	18707.75	18846.65	18551.95	18796.75	202924	0	70
2024.09.11	18806.15	19266.05	18523.45	19218.05	225075	0	80
2024.09.12	19208.15	19458.25	19161.05	19383.85	212833	0	70
2024.09.13	19397.05	19556.95	19374.75	19488.65	179170	0	70
2024.09.16	19499.45	19525.75	19285.65	19409.15	172739	0	70
2024.09.17	19417.65	19604.35	19330.25	19442.35	190512	0	70
2024.09.18	19437.55	19654.55	19317.85	19396.35	174481	0	70
2024.09.19	19416.75	19955.25	19400.25	19818.45	223220	0	70
2024.09.20	19825.55	19847.45	19624.35	19779.55	181916	0	70
2024.09.23	19772.45	19926.65	19718.45	19833.85	175613	0	70
2024.09.24	19838.15	19992.45	19733.05	19961.75	178637	0	70
2024.09.25	19957.05	20048.95	19841.15	20018.55	168882	0	70
2024.09.26	20013.65	20313.95	19963.55	20115.95	184134	0	70
2024.09.27	20126.95	20174.95	19954.15	19982.35	198094	0	70
2024.09.30	19964.85	20070.95	19845.25	20033.15	197195	0	70
2024.10.01	20026.25	20118.05	19611.05	19750.65	200112	0	70
2024.10.02	19726.95	19884.05	19629.15	19860.55	191817	0	70
2024.10.03	19854.95	19910.85	19647.35	19770.05	207532	0	70
2024.10.04	19755.45	20069.35	19745.35	20000.05	206861	0	70
2024.10.07	20041.55	20066.65	19756.75	19834.25	208824	0	70
2024.10.08	19826.95	20135.05	19714.35	20095.25	209295	0	70
2024.10.09	20091.85	20289.35	20003.85	20243.55	187992	0	70
2024.10.10	20245.25	20320.15	20110.35	20251.15	178592	0	70
2024.10.11	20244.35	20315.55	20135.55	20236.45	155869	0	70
2024.10.14	20239.65	20500.45	20204.95	20452.25	148813	0	70
2024.10.15	20464.25	20482.65	20078.85	20158.65	179395	0	70
2024.10.16	20143.25	20221.45	20032.25	20158.75	169443	0	70
2024.10.17	20157.35	20418.45	20104.95	20211.65	190570	0	70
2024.10.18	20209.25	20366.45	20155.05	20322.15	159244	0	70
2024.10.21	20339.15	20391.95	20180.75	20384.55	166560	0	70
2024.10.22	20372.15	20444.45	20201.35	20369.95	182775	0	70
2024.10.23	20347.85	20385.95	19928.05	20131.85	169719	0	70
2024.10.24	20140.95	20277.15	20112.85	20231.45	175793	0	90
2024.10.25	20234.05	20565.25	20217.05	20333.55	167200	0	90
2024.10.28	20447.45	20535.15	20344.95	20370.95	188695	0	90
2024.10.29	20371.35	20617.55	20293.05	20561.25	184667	0	90
2024.10.30	20586.45	20649.15	20336.75	20383.05	193206	0	90
2024.10.31	20316.75	20327.85	19876.75	19917.65	213314	0	90
2024.11.01	19949.35	20165.65	19890.75	20041.45	205583	0	90
2024.11.04	19979.65	20128.45	19894.85	19990.55	197441	0	70
2024.11.05	20004.55	20268.35	19925.35	20240.55	182089	0	90
2024.11.06	20236.86	20811.56	20209.56	20799.86	235256	0	109
2024.11.07	20795.45	21137.15	20744.76	21105.46	195587	0	90
2024.11.08	21094.15	21154.15	21003.85	21118.46	172293	0	90
2024.11.11	21161.25	21231.35	20990.15	21109.86	162767	0	90
2024.11.12	21097.85	21144.25	20947.75	21078.96	191840	0	80
2024.11.13	21053.25	21161.55	20953.55	21058.04	191964	0	80
2024.11.14	21043.15	21083.75	20844.04	20871.04	197680	0	80
2024.11.15	20855.75	20859.15	20308.45	20402.44	208416	0	80
2024.11.18	20426.15	20627.25	20384.25	20537.14	190684	0	80
2024.11.19	20529.95	20699.95	20289.75	20672.44	213995	0	80
2024.11.20	20676.65	20784.15	20419.40	20667.79	144797	0	120
2024.11.21	20640.05	20816.35	20430.35	20711.54	241357	0	80
2024.11.22	20699.35	20799.35	20612.15	20796.54	221071	0	80
2024.11.25	20862.85	21002.15	20703.15	20823.34	173449	0	80
2024.11.26	20850.35	20950.65	20680.25	20927.24	207840	0	80
2024.11.27	20909.95	20943.05	20609.05	20739.44	177918	0	80
2024.11.28	20765.35	20843.45	20754.05	20821.35	61094	0	80
2024.11.29	20811.25	20955.15	20744.65	20926.65	130989	0	80
2024.12.02	20929.25	21200.05	20880.85	21154.74	171002	0	80
2024.12.03	21149.85	21273.54	21079.35	21272.44	152905	0	80
2024.12.04	21259.25	21497.65	21253.95	21460.44	155232	0	80
2024.12.05	21459.15	21518.05	21388.04	21406.14	144776	0	80
2024.12.06	21396.15	21625.55	21374.75	21589.74	151072	0	80
2024.12.09	21597.35	21663.25	21395.25	21433.94	161762	0	80
2024.12.10	21434.35	21567.55	21314.45	21395.84	151326	0	80
2024.12.11	21392.65	21782.95	21368.25	21719.94	149739	0	80
2024.12.12	21725.45	21739.25	21574.64	21612.84	152552	0	80
2024.12.13	21699.05	21884.95	21644.35	21736.84	168989	0	80
2024.12.16	21747.95	22131.95	21742.75	22090.64	170005	0	80
2024.12.17	22088.35	22106.15	21928.05	21980.74	189692	0	80
2024.12.18	21998.75	22072.95	20996.94	21144.14	185605	0	80
2024.12.19	21202.05	21403.15	21052.64	21124.64	253235	0	80
2024.12.20	21116.65	21529.95	20722.05	21253.44	262831	0	100
2024.12.23	21380.05	21505.15	21204.95	21466.24	223888	0	80
2024.12.24	21486.55	21794.15	21448.05	21791.85	115837	0	80
2024.12.26	21801.05	21860.05	21620.65	21743.34	166546	0	80
2024.12.27	21755.55	21771.65	21272.55	21486.74	185901	0	80
2024.12.30	21515.15	21515.15	21030.95	21171.74	205365	0	80
2024.12.31	21157.25	21303.25	20961.45	21014.74	190770	0	100
2025.01.02	21100.15	21273.95	20773.25	20974.14	240671	0	120
2025.01.03	20960.85	21359.25	20936.85	21286.54	186496	0	80
2025.01.06	21333.25	21703.45	21284.85	21589.84	207171	0	80
2025.01.07	21602.75	21616.45	21094.05	21194.74	213829	0	80
2025.01.08	21181.25	21262.95	20981.95	21147.14	228022	0	100
2025.01.09	21145.55	21166.45	21036.95	21121.35	89581	0	150
2025.01.10	21110.95	21199.25	20706.15	20828.14	225677	0	110
2025.01.13	20806.55	20868.45	20527.65	20817.04	231703	0	90
2025.01.14	20857.55	20979.15	20611.75	20810.94	226605	0	80
2025.01.15	20796.05	21288.55	20747.15	21213.04	177111	0	80
2025.01.16	21228.75	21403.45	21012.34	21047.64	219798	0	80
2025.01.17	21066.75	21529.45	21051.65	21431.74	192537	0	80
2025.01.20	21433.25	21624.00	21374.15	21533.50	128315	0	90
2025.01.21	21545.35	21632.04	21229.40	21623.74	204344	0	80
2025.01.22	21624.65	21944.85	21621.95	21822.04	174467	0	80
2025.01.23	21827.55	21903.84	21709.65	21870.54	175894	0	80
2025.01.24	21855.75	21941.45	21707.75	21763.94	184844	0	80
2025.01.27	21547.05	21574.45	20630.95	21166.14	309733	0	120
2025.01.28	21188.45	21496.95	21031.95	21436.64	228039	0	80
2025.01.29	21417.75	21570.95	21245.25	21464.34	207274	0	80
2025.01.30	21431.25	21626.75	21298.75	21496.74	211926	0	80
2025.01.31	21594.25	21846.55	21418.24	21449.34	206773	0	80
2025.02.03	20895.85	21463.54	20864.25	21461.44	273373	0	80
2025.02.04	21462.45	21584.85	21133.45	21491.74	212324	0	80
2025.02.05	21473.95	21687.44	21323.25	21648.14	208498	0	90
2025.02.06	21649.45	21777.85	21602.25	21732.74	188982	0	90
2025.02.07	21726.15	21869.55	21459.15	21487.44	196988	0	90
2025.02.10	21430.95	21796.15	21418.95	21738.64	168683	0	90
2025.02.11	21715.25	21776.45	21575.05	21698.04	175203	0	90
2025.02.12	21712.55	21763.84	21418.75	21763.44	185345	0	90
2025.02.13	21764.45	22033.75	21663.55	22000.34	198058	0	90
2025.02.14	21983.25	22135.25	21955.65	22117.64	169574	0	90
2025.02.17	22131.95	22199.65	22110.95	22149.95	76142	0	90
2025.02.18	22142.95	22237.35	22023.25	22138.14	166991	0	90
2025.02.19	22167.45	22223.05	22041.25	22147.14	169798	0	90
2025.02.20	22153.15	22156.95	21873.45	22059.04	179621	0	90
2025.02.21	22081.15	22175.85	21594.15	21602.24	189213	0	100
2025.02.24	21649.85	21746.65	21341.54	21356.24	219979	0	90
2025.02.25	21372.15	21387.85	20927.65	21127.34	245678	0	100
2025.02.26	21172.85	21347.43	21003.73	21157.74	214753	0	100
2025.02.27	21183.55	21326.93	20525.74	20589.54	250901	0	104
2025.02.28	20612.05	20891.00	20408.20	20849.10	261271	0	110
